ListingMonth,host_total_listings,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,PricePerNight
6.5,1,3,1,1,1,1,31,1,100,0.39,112
4.9,0,6,1,3,4,6,1,13,92,1.71,98
4.7,2,4,1,1,2,1,2,85,94,1.57,65
5.2,5,2,1,1,1,1,1,12,97,2.77,13
5.3,1,8,2,3,3,1,2,3,100,0.1,159
5.2,5,2,1,1,1,2,1,26,92,4.11,29
3.1,1,2,2,1,1,2,5,32,100,0.88,45
2.3,6,2,1.5,1,1,2,2,15,89,0.57,63
0.9,10,3,1,1,0,1,30,1,100,0.26,95
4.6,5,8,1,2,2,4,2,145,98,5.56,90
6.1,463,10,1,3,6,1,2,51,97,3.07,204
4.4,2,2,1.5,1,1,2,2,10,98,0.38,241
8.4,17,2,1,1,1,1,32,3,100,0.56,40
4.7,12,2,1.5,1,1,1,2,6,100,0.32,57
7.7,4,3,1,1,2,1,2,46,96,0.74,52
2.1,34,6,2,2,2,4,2,18,94,0.76,349
5,4,4,1,2,2,3,2,65,98,3.95,114
5.6,1,11,4,4,5,1,4,5,100,0.24,499
7.7,4,16,5,10,15,8,2,10,95,0.88,496
0.6,0,2,1,1,2,2,1,4,95,1.45,51
4.4,63,5,1,2,2,4,2,35,98,5.25,27
6.2,33,7,2,2,4,2,1,18,96,5.93,122
3.1,2,7,1,2,4,4,1,126,98,4.23,159
4.1,1,4,1,1,2,2,1,11,98,0.61,240
1.7,1,14,2,4,7,10,2,43,97,2.38,299
4.7,2,2,1,1,1,2,2,40,100,0.76,60
1.6,29,16,2,7,7,1,1,1,100,0.2,550
2.7,14,8,1,2,4,4,2,9,100,0.92,223
1.3,569,4,1,1,1,1,1,15,84,3.78,85
2.3,1,8,2,3,3,1,2,22,98,2.14,163
2.1,1,6,1,1,3,1,2,91,99,3.72,123
7.7,2,8,2,2,2,10,2,7,100,0.42,379
6.1,896,2,1,1,1,2,2,43,89,1.05,123
2.9,13,2,1,1,1,1,1,34,90,1.07,23
3.5,2,2,1,1,1,2,2,41,100,0.98,202
3.7,4,9,1,3,3,4,3,31,88,1.4,79
4.8,13,2,3,1,1,2,1,78,92,2.51,45
5,2,5,1,2,2,2,2,11,95,0.53,251
1.4,7,6,1,1,2,2,2,52,95,3.38,87
5.9,1,4,1,2,2,4,1,62,90,4.35,55
5.7,1,2,1,1,1,2,2,34,97,0.51,207
7.2,4,6,1.5,3,4,1,2,22,100,3.79,400
0.5,19,2,1,1,1,1,1,2,100,1.2,41
0.8,3,2,2,1,1,1,1,5,84,1.13,103
6.3,3,2,1,1,1,1,1,90,93,1.96,104
3.6,1,2,1,1,1,1,1,18,99,0.43,96
0.9,1,3,1,1,2,2,3,2,80,0.46,88
4.6,8,14,2,5,7,1,1,2,80,1.13,396
6.2,0,14,3.5,6,7,8,3,5,100,1.43,437
0.8,3,7,2,4,4,1,1,1,80,0.24,451
0.8,3,2,2,1,1,1,1,11,93,2.37,96
4.6,1,5,2,3,3,5,1,40,99,3.12,171
6.1,7,8,1,2,4,4,1,93,88,5.67,204
1.5,38,4,1,0,2,2,2,28,96,2.73,86
7.1,24,8,2,3,4,4,1,205,99,3.56,283
4.5,1,3,1,1,1,1,1,105,96,5.4,106
3.8,9,13,2,6,8,4,1,18,98,1.57,252
4.5,2,4,1,2,2,4,2,5,96,0.28,174
4,1,5,1,2,2,2,2,96,96,2.25,99
4.5,3,6,1,2,3,4,2,94,96,4.33,98
4.1,3,5,1,2,2,2,1,184,98,9.47,98
5.8,3,12,2,3,8,8,2,155,96,2.36,299
6.5,56,2,1,1,1,1,1,35,95,1.26,22
2.9,4,4,1,1,1,1,1,22,95,2.7,120
4.3,8,3,1,2,1,2,1,416,98,9.78,102
2,4,4,2,2,2,4,2,7,100,1.74,307
4.2,1,6,2,3,4,1,2,55,98,2.17,123
4.4,1,6,2,2,2,4,3,85,99,3.94,126
7.6,2,2,1,1,1,2,1,19,96,4.16,61
4.5,1,2,1,1,1,1,2,25,91,1.88,46
6.2,0,2,1,1,1,1,1,18,99,1.38,67
2,22,11,1.5,4,7,7,1,23,99,2.35,370
11.3,5,2,1,1,1,1,2,144,96,2.7,58
1.3,0,4,1,2,2,1,1,41,92,6.12,46
3.2,3,15,3,4,8,1,2,115,88,5.6,450
3.6,1,2,1.5,3,1,1,2,13,100,0.37,44
4,1,6,1,2,3,4,2,55,100,5.09,130
5.2,1,4,1,2,2,1,2,52,99,2.97,97
1.2,1,2,1,1,1,1,1,19,93,2.89,40
5.3,2,2,1,1,1,1,1,98,95,1.8,59
6.1,1,6,1,3,3,5,1,74,99,2.91,102
1.9,0,3,1,0,1,3,1,23,100,4.73,81
5.6,0,5,1.5,3,2,3,1,67,90,1.15,112
4.7,1,10,3.5,5,5,1,2,29,97,3.73,391
7.3,1,4,1,2,2,2,2,1,80,0.14,122
4.6,8,8,1,2,5,1,1,55,98,3.84,202
2,1,4,1,3,3,1,2,66,99,3.04,79
1.5,1,6,2,3,3,1,2,3,73,0.26,154
1.7,117,4,1,1,3,1,3,57,98,5.31,254
4.8,4,5,1,2,2,2,2,78,93,1.49,195
3,2,5,1,2,3,1,2,121,94,3.54,83
1.8,7,8,2,4,4,4,2,18,100,3.88,203
3.7,8,5,1,1,2,4,14,6,100,0.87,132
1.4,0,7,2,3,3,6,2,27,97,6.38,121
2.5,2,2,1.5,2,1,1,2,24,97,1.02,51
4.6,1,2,1,1,1,1,2,38,99,1.51,78
2.2,1,4,2.5,2,3,7,2,30,94,1.69,93
4.6,1,6,1,3,3,1,1,57,100,4.38,71
5.6,2,2,1,1,1,2,2,68,99,4.1,61
2,2,8,3.5,3,4,1,3,9,98,0.58,392
2.8,1,6,2,3,3,1,2,60,99,1.81,227
5.1,1,6,1,3,4,1,2,19,99,2.82,137
2.5,22,2,1,1,1,1,1,22,95,3.24,126
5.6,3,4,1,2,2,1,2,16,91,2.15,162
5,4,5,1,1,2,2,1,42,96,2.81,174
7.9,3,4,1,2,2,1,3,28,97,0.55,250
3.6,0,2,1,1,1,1,1,31,97,5.08,48
7,1,2,1,1,1,1,2,319,97,3.82,79
7.6,1,2,1,1,1,2,1,340,98,6.23,151
5.3,1,2,1,1,2,2,2,38,96,1.24,129
1.5,38,3,1,1,1,2,2,44,94,3.36,220
6.1,896,6,2,2,3,4,2,23,97,3.3,240
0.5,19,2,1,1,1,1,2,6,100,1.32,31
5.1,0,8,2,3,4,6,1,13,95,2.79,56
7.4,77,4,2,2,2,1,60,8,91,0.11,251
3.7,1,8,1,2,3,4,2,32,99,3.61,230
3.6,13,1,2,7,13,1,2,2,100,0.52,28
3.8,7,2,1,1,1,2,2,7,100,0.65,46
4.4,2,2,1,1,1,1,1,124,98,4.17,46
4.1,1,4,1,1,2,3,3,49,94,1.12,149
4.1,2,6,1,2,3,4,1,72,99,2.74,89
5.6,2,6,1,2,3,2,2,62,98,1.83,97
4.7,12,1,1.5,1,1,1,2,10,98,0.52,46
1,5,6,1,2,3,1,1,17,91,8.23,96
4.2,0,6,1,2,2,2,1,9,100,2.23,128
1.1,11,9,2,4,4,6,1,12,100,3.43,124
2,4,3,1,1,2,2,2,29,93,2.49,240
8.1,4,2,1,1,1,1,1,137,96,1.95,75
2.1,5,2,1,1,1,1,1,3,100,0.44,179
0.7,0,3,1,1,1,2,28,1,100,0.17,84
3.2,0,6,1,2,4,6,3,5,95,0.95,75
8.8,21,6,2,2,3,2,2,26,98,0.56,204
3.2,1,6,1,2,2,1,2,43,100,2.97,76
4.2,82,2,2,0,0,1,1,128,90,5.38,14
5.4,2,2,1,1,1,1,2,75,97,4.4,39
6.6,1283,3,1,2,2,3,2,14,91,0.72,251
1.7,0,2,1,0,1,2,1,24,98,3.93,52
7.8,1,16,4,4,8,8,2,34,100,2.03,400
2.8,2,2,1,1,1,1,2,8,100,0.4,98
7.8,15,8,2,4,6,1,4,17,95,1.96,165
1.8,1,4,1,1,1,2,1,71,95,3.42,78
3.9,5,4,2,2,2,1,31,1,100,0.03,173
3.9,1,8,3,4,4,6,2,47,93,1.02,255
3.6,3,4,1,2,2,2,1,81,97,4.87,81
1.6,2,8,1,3,4,8,2,34,97,4.51,182
1.3,569,4,1,1,2,1,1,10,78,4.17,113
4.5,2,6,1,3,3,2,3,7,100,0.96,195
0.8,3,2,1,1,2,2,1,16,93,2.38,97
6.2,13,10,1,2,2,2,1,138,90,3.3,104
4.6,2,6,2,3,3,4,2,65,99,1.18,252
3.7,1,2,1,1,1,2,2,24,100,1.27,97
3.6,1,2,1,1,1,1,1,5,100,0.27,31
4.8,10,1,1.5,1,1,1,4,14,94,0.25,32
2.9,2,2,1,1,1,2,1,99,97,3.45,62
3.5,1,2,2.5,1,1,1,1,120,97,3.85,100
7.5,4,6,1,3,3,6,1,35,94,0.61,196
4.5,2,2,1,1,1,1,2,48,100,0.99,45
8.3,1,2,1,1,1,2,2,21,93,1.11,91
1.7,2,3,1,1,1,3,1,61,99,5.43,88
10.1,11,2,2,1,1,2,1,2,90,1.18,96
4.4,2,2,1,1,1,1,1,124,99,4.44,48
6.9,4,6,1,1,1,2,4,32,89,0.76,82
2.2,58,12,4,4,7,8,1,67,83,3.49,505
2,0,8,2,3,2,6,1,13,98,3.1,174
1.5,1,6,1.5,2,3,5,2,14,99,1.28,147
5,1,3,1,1,1,4,2,86,98,3.12,81
4.9,0,6,1,2,4,2,2,17,96,4.32,79
5.8,1,2,1,0,0,1,2,83,97,5.39,63
4.5,9,3,2,1,3,1,32,6,100,0.14,21
3.6,4,2,2,4,4,1,1,6,93,1.13,49
3.7,1,1,1,1,2,1,1,6,80,1.75,81
2.4,1,4,2.5,3,3,1,2,8,98,0.46,254
1.5,3,6,1,3,3,4,2,37,96,3.25,151
8.9,1,4,1,2,2,2,90,108,97,2.11,84
4.2,82,2,1,0,1,1,1,107,85,6.9,10
4.7,1,4,1,1,2,1,1,43,95,5.76,62
0.6,2,6,1,3,4,1,2,5,80,0.94,97
4.4,8,1,2,1,1,1,2,19,97,2.81,34
3.2,1,4,1,1,1,2,3,50,94,1.69,170
3.5,2,7,1,3,4,4,2,23,92,1.65,142
5.9,1,2,1,1,1,2,1,70,97,1.74,64
3.2,13,2,1,1,1,1,32,1,100,0.07,42
2.2,58,16,7,6,8,12,1,17,95,1.49,688
6.6,1283,2,1,0,1,2,2,2,70,0.23,142
3.8,4,8,2,3,5,6,2,171,98,3.8,174
5.2,3,1,1,1,1,1,30,2,80,0.04,27
10.1,11,4,1,1,2,4,2,10,89,0.11,140
8.1,1,4,1,2,2,2,2,85,97,2.74,101
1.7,117,8,3.5,3,5,1,1,15,95,1.47,443
5.6,1,4,3,2,2,1,3,30,98,0.46,394
4.4,1,5,1,2,3,2,3,116,98,2.23,98
3.7,9,6,2,2,6,2,2,12,90,0.99,93
3.1,1,4,1,1,1,2,2,25,99,0.74,119
4,153,4,1,0,2,1,2,8,91,0.19,174
1.3,569,8,2,4,5,8,1,11,93,3.24,112
4.3,2,2,1,1,1,1,1,7,100,0.29,21
7.4,77,4,2,2,2,1,60,2,80,0.04,129
0.8,2,2,1,1,1,1,1,23,100,4.31,50
3.6,6,3,1,0,1,3,5,8,85,0.76,121
4.6,1,12,1,1,5,1,1,157,96,3.09,79
1.1,3,2,1,1,1,1,1,6,97,0.62,55
6.2,1,6,1,3,2,2,7,65,99,1.29,248
4.2,82,3,1,0,3,1,1,126,91,6.99,15
2.3,6,5,2,2,3,4,2,122,96,5.15,214
2.2,16,1,4,1,1,1,1,20,99,1.12,19
6.1,896,6,2,3,3,6,2,22,97,1.35,186
4.8,26,6,1,3,3,1,1,1,100,1,98
4.4,2,6,1,3,3,4,3,12,100,3.03,167
4.6,11,1,1,1,1,2,1,2,80,0.22,24
1.3,569,5,1,2,2,1,1,3,100,2.57,65
2.9,1,4,1,3,3,3,2,75,91,2.49,118
2.2,58,3,1,0,1,2,1,104,90,7.06,401
7.4,77,3,1,1,1,1,31,8,100,0.17,130
0.4,0,6,1.5,3,3,1,2,7,97,2.14,93
5.6,2,3,1,1,3,2,2,148,96,3.38,98
4.2,0,2,1,1,1,1,1,94,94,5.05,92
2.5,0,12,3,4,6,5,2,66,83,2.53,401
3.1,1,1,1,0,1,1,1,6,87,1.82,104
2.6,4,2,1,1,1,2,1,12,72,0.72,31
6.4,1,5,2,3,2,4,2,19,98,1.34,142
6.1,896,5,2,3,3,6,2,20,97,1.22,205
2.8,1,4,1,1,2,2,2,69,96,2.16,97
2.7,1,6,1,2,2,3,30,8,100,2.03,62
1.6,4,3,2,1,2,1,2,22,95,1.89,65
4.5,2,2,1,1,1,1,2,14,97,0.32,98
8.4,17,2,1,1,1,1,32,2,100,0.17,36
4.1,2,2,1,1,0,2,2,31,99,0.93,79
5.5,2,2,1,1,1,1,1,167,94,2.73,54
4.4,3,2,1,1,1,1,2,24,97,0.51,65
5.6,1,3,1,0,1,1,2,91,95,2.18,152
5.6,1,4,1,2,2,4,2,220,98,3.3,126
3.8,2,6,2,2,2,4,2,49,98,3.76,114
5.7,4,4,1,1,2,2,1,201,98,10.22,93
1.6,4,2,2,1,1,1,2,18,93,1.57,51
3.9,2,8,1,3,5,4,1,314,95,9.25,53
2.1,3,6,1,2,3,4,1,108,97,4.92,89
5.4,4,2,1,1,1,1,1,2,90,0.19,99
4.4,63,4,1.5,2,2,4,1,12,87,2.48,18
4.8,26,4,1,1,2,1,1,131,90,3.5,65
6.6,3,4,1,2,2,2,1,95,96,4.43,196
6.1,896,2,1,1,1,2,2,43,98,2.05,125
4,1,4,1,2,2,4,3,33,99,0.82,169
5.1,1,5,1,2,2,3,2,11,100,0.98,91
2.6,0,3,1,2,2,2,2,20,99,2.91,92
6.6,0,6,1,3,3,1,2,13,100,2.95,81
1.8,4,5,1,2,2,4,7,20,100,0.99,73
5,4,8,2.5,3,4,1,2,35,100,3.66,479
1.8,3,4,2,1,1,2,2,39,99,1.93,31
2.8,1,4,1,2,2,4,1,2,100,0.17,123
4.7,1,4,1,1,2,1,1,47,99,5.3,92
4.8,1,3,1,1,1,2,1,103,98,1.83,57
4.2,6,2,1,1,1,2,1,32,94,2.58,144
2.2,1,4,1,2,2,4,1,93,99,3.91,87
5.9,1,4,2,2,2,1,1,68,94,2.33,130
1.6,5,2,1,1,1,1,1,1,100,0.09,649
6.6,48,6,1,2,2,4,1,107,92,3.44,197
4.4,63,5,1,2,2,4,1,3,100,3,19
2.4,1,10,3,3,8,7,2,6,97,1.08,155
4.9,1,2,1,1,1,1,3,15,100,0.55,59
0.9,1,6,1,2,3,5,2,1,100,0.15,94
2,22,7,1,2,4,6,1,37,98,2.11,178
3.9,2,6,2,3,3,6,2,46,100,1.19,260
1.4,1,6,1,2,3,4,1,62,95,3.75,103
4.7,1,8,1.5,4,4,4,3,70,94,1.92,131
3.4,1,4,1,1,1,2,1,5,100,0.31,80
1.2,1,3,1,1,1,2,2,21,90,1.7,48
2.8,2,6,1,2,6,4,2,85,92,2.74,121
7.3,2,2,1,1,1,2,2,19,91,0.35,49
4.8,1,6,1,3,3,4,3,202,99,4.42,105
3.9,5,2,1,1,1,1,2,1,100,0.24,41
5.2,0,7,2.5,4,4,1,2,4,100,0.49,605
3.1,1,2,1,1,1,1,1,39,98,1.21,68
1.3,569,2,1,1,2,1,1,7,97,6,33
4.4,8,1,2,1,1,1,2,32,97,3.27,31
1.9,4,2,3,1,1,1,1,46,95,2.1,69
1.7,117,5,2,2,2,1,3,21,97,2.47,302
9.1,1,2,2,1,2,1,1,16,98,1.63,53
4.5,1,2,1.5,1,1,1,3,17,98,0.32,124
6.7,1,2,1,1,1,3,2,91,100,3.37,129
4.9,3,2,1,1,1,1,1,192,97,4.28,51
3.4,1,4,1,2,2,2,1,46,96,1.13,249
4.1,24,2,1,1,1,2,3,289,93,18.65,602
4.2,6,3,1,1,2,2,1,102,95,6.07,142
3.6,1,2,1,1,1,1,2,122,99,5.27,43
3.1,1,4,1,1,1,4,2,133,100,4.35,87
4.6,1,4,1,0,2,1,2,96,100,2.21,104
6.1,1,12,2,4,6,8,2,150,95,3.47,176
5.6,3,2,1,1,1,1,2,22,96,0.33,83
4.1,24,2,1,1,1,2,1,2,60,0.29,599
4.4,63,3,1.5,1,1,2,1,80,95,5.17,31
1.3,0,8,2,3,5,1,2,5,88,1.53,152
4.5,9,1,2,1,1,1,29,4,85,0.1,21
1.7,0,5,1,3,3,1,1,33,96,4.71,124
3.5,1,4,1,2,2,1,2,46,96,2.05,50
1.9,3,2,1,1,1,1,1,169,100,7.56,52
4.8,1,6,1,3,4,6,2,14,100,0.92,153
3.8,1,5,1,2,2,2,1,333,93,7.99,63
3.6,1,4,1,2,3,4,21,15,92,0.64,195
6.2,1,2,1,1,1,1,3,11,100,1.05,155
1.6,1,4,1,1,2,1,1,39,98,2.32,92
3.7,1,8,2,3,4,1,1,380,95,8.58,177
4.1,0,8,2,3,5,8,2,18,97,3.31,198
0.8,2,2,1,1,1,1,2,2,90,1.13,82
1.7,1,5,3,3,2,5,2,4,85,0.66,202
2.6,1,2,1,2,2,2,5,6,93,0.58,35
1.9,1,5,1,2,2,2,2,45,99,2.03,125
1.1,4,6,2,2,3,4,2,49,100,4.26,107
4.7,4,2,1,1,1,1,5,2,90,0.13,34
5.3,1,4,1,2,2,1,2,1,100,0.36,131
2.8,2,10,1.5,4,4,1,1,76,93,2.64,316
4.4,63,3,1,1,1,2,2,63,95,3.41,17
3.4,22,4,1,1,1,2,31,3,100,0.45,82
6.8,0,2,1,1,1,1,3,5,100,1.34,27
4,1,2,1,1,1,1,2,220,99,4.64,131
7.7,16,1,2,1,1,1,1,23,98,1.13,24
4.6,11,1,1,1,1,1,1,2,100,0.24,26
4.4,63,3,1,1,1,2,2,31,97,4.23,25
0.5,19,4,1,1,1,2,1,5,100,2.46,50
6.8,0,2,2,2,2,1,2,9,97,0.11,69
3.4,1,7,1,1,2,4,1,115,97,3.01,81
1.5,5,6,1,2,3,4,1,12,92,0.74,99
4.6,2,5,1,2,2,4,1,13,100,0.79,201
1,1,4,1,1,0,3,2,35,96,3.63,88
1.3,569,6,1,2,3,1,1,6,87,2.34,74
6.1,896,8,3.5,3,4,6,2,11,97,2.95,199
7.2,4,6,1,2,2,4,1,109,92,8.98,115
5.9,6,2,1,1,1,1,1,102,99,8.41,115
3.2,33,4,3,1,1,2,1,141,93,6.69,70
1.6,2,2,1,1,1,2,2,6,97,0.64,40
5,0,3,1,1,1,1,2,12,100,2.29,79
3.4,22,4,1,2,2,2,31,2,100,0.61,83
3.5,2,7,2,2,3,4,2,4,100,0.75,147
2.2,1,6,1,2,2,2,2,37,91,1.57,82
4.1,3,6,2,2,3,1,1,79,98,4.64,306
5.6,1,2,1,1,1,2,1,12,100,0.61,74
1.8,2,2,1,1,1,1,1,202,98,9.82,79
4.6,4,7,1,2,3,2,1,29,86,1.48,156
8.8,1,1,1,1,1,1,3,161,97,1.52,46
6.1,1,3,1,0,2,1,2,108,97,4.45,74
3.6,8,2,1,0,1,1,1,54,93,1.77,289
2,1,2,1,1,2,1,2,5,96,0.47,103
3.8,4,8,2,3,4,6,2,136,98,3.65,175
2.7,1,2,1,1,1,1,1,78,98,2.51,62
8.3,1,8,2.5,3,3,6,2,8,100,0.24,687
4.6,3,16,3.5,5,12,14,3,21,100,1.17,492
5.1,4,2,1.5,1,1,2,1,32,97,0.65,199
2.8,1,2,1,1,0,1,6,10,100,0.58,33
2,1,3,1,1,1,2,1,117,100,6.87,53
5.1,2,5,1.5,3,4,5,1,3,100,0.1,118
3.4,1,2,1,1,1,1,1,63,100,5.08,78
2.9,10,12,2,2,7,8,2,10,100,1.65,273
7.6,3,4,1,2,3,1,1,63,97,1.59,113
5.6,2,2,1,1,1,1,3,13,100,0.41,91
0.9,1,4,1,1,1,1,2,38,99,4.52,176
4.3,1,1,1,1,1,1,1,9,87,1.07,55
5.4,7,5,1,2,2,4,2,133,95,2.91,131
4,3,2,1,1,1,1,3,24,97,2.03,89
6.1,896,4,1,2,2,4,2,46,99,2.7,173
6.5,56,4,1,1,2,1,1,19,96,2.69,101
7.4,2,2,1,1,1,2,1,68,97,2.26,102
7,0,3,1,1,1,1,4,1,100,0.16,11
6.2,13,2,1,1,2,1,2,11,98,1.81,41
10,8,6,1,2,2,1,32,52,79,0.5,76
5.4,15,2,1,1,1,1,1,82,92,4.08,102
2,1,4,1,1,2,2,2,44,95,2.04,135
3.2,1,4,1,1,1,2,3,55,97,1.85,107
4.1,1,6,1,2,3,1,2,7,97,1.02,132
9.8,3,2,1,1,2,1,1,4,100,0.13,50
4.6,6,1,1,1,1,1,1,76,96,2.46,49
7.6,1,3,1,1,1,1,2,27,92,1.1,104
2.3,0,2,1,1,1,1,1,16,100,4.32,60
5.3,2,10,2,4,4,8,1,49,92,2.55,144
4.9,0,6,2.5,3,4,1,3,10,98,3.37,172
8.7,3,2,1,1,2,1,1,112,94,2.46,56
9.1,1,1,1,1,1,1,1,4,100,0.59,44
3.6,6,5,1,2,2,4,3,53,96,1.95,200
1.1,1,4,1.5,2,2,1,2,1,100,0.11,248
1.5,5,7,2,3,4,6,1,14,86,3.78,127
0.8,3,2,2,1,0,1,1,3,100,0.95,125
2.5,1,8,1.5,3,3,4,2,158,97,5.45,148
8.6,3,2,2.5,1,2,1,30,2,100,0.41,22
1.5,38,2,1,0,1,2,2,42,96,3.18,101
1.2,1,6,1,3,3,1,2,22,90,1.89,189
3.6,2,2,1.5,1,1,1,2,104,99,3.59,76
4.6,11,2,1,1,1,2,2,11,82,0.39,36
3.9,0,4,1,2,2,1,1,1,100,0.31,121
4.4,8,1,2,1,1,1,2,31,97,3.09,29
6.1,896,4,2,2,2,4,2,31,95,1.74,158
6.1,896,4,1,1,2,2,2,24,99,4.5,151
6.6,2,11,5,5,9,10,2,51,94,0.69,474
1.7,117,7,2,3,4,1,3,32,95,3.13,251
0.8,1,2,1,1,1,1,1,4,95,0.66,38
2.8,1,3,1,1,2,1,1,17,99,0.54,607
2,5,2,1,1,1,2,2,22,91,1.86,46
8.2,3,7,1.5,3,3,4,2,77,99,1.86,200
4.6,4,5,1,2,2,2,1,28,99,2.5,47
1.4,1,2,1,1,1,2,1,36,99,2.41,90
5.4,2,4,1,2,2,2,1,117,100,3.3,191
0.9,1,8,1.5,4,4,4,2,14,100,1.51,170
6.1,896,4,1,2,2,4,2,52,95,1.36,131
2.2,44,5,1,2,3,1,1,80,95,5.47,203
4.2,4,8,1,3,4,8,2,41,96,2.44,92
7.1,1,6,1,3,4,2,2,71,97,1.31,203
2.8,1,4,1,1,2,1,30,43,89,1.34,105
0.6,33,2,2,1,2,1,1,1,100,0.25,18
9.6,2,2,1,1,1,1,2,67,96,1.22,55
4,3,6,1,2,3,6,3,36,97,2.11,212
5.2,2,7,1,3,5,4,2,221,99,5.76,87
2.4,1,12,2,4,9,6,30,18,100,1.17,196
1.6,0,8,1,3,5,4,2,18,96,2.65,402
2.3,1,10,2,3,6,1,2,107,100,4.45,203
2.7,1,4,1,2,2,1,2,33,94,1.08,79
4.2,1,5,1,1,2,3,2,6,97,0.34,147
3.6,1,6,1,3,4,4,2,26,98,0.92,178
2.7,1,2,1,0,1,1,2,54,96,1.77,47
4.3,1,6,1,2,2,2,1,54,100,2.66,74
4.6,5,8,1,3,4,4,2,21,97,3.6,198
2.9,10,6,2,2,4,4,2,145,96,4.31,283
4.7,12,5,1,2,2,2,2,41,99,0.75,126
5.3,0,8,3.5,4,4,6,3,2,100,0.48,297
5.4,15,2,1,1,1,1,1,146,92,5.91,63
4.2,82,2,1,0,1,1,1,122,89,6.79,9
5.4,1,3,1,1,1,1,1,39,97,2.04,100
6.1,896,8,2.5,4,4,8,2,52,93,1.83,184
4.5,2,6,1.5,3,3,3,28,32,88,0.69,83
5.5,1,6,1,3,3,6,2,46,96,2.23,153
6.2,3,6,1,2,2,4,2,25,95,1.97,147
4.2,82,2,1.5,0,1,1,1,50,80,6.98,14
2.2,3,1,1,1,1,1,1,27,95,1.19,53
4.4,63,3,2,1,1,2,2,64,93,3.62,21
5.8,2,4,2,2,2,3,2,148,99,5.77,119
3.4,22,4,1,1,1,2,31,2,100,0.31,71
3.5,38,14,3,4,8,6,2,24,98,4.16,166
2.7,2,7,1,3,4,6,2,106,91,3.37,151
0.5,0,4,2,2,2,1,1,22,99,4.23,70
4.6,3,4,1,1,2,1,1,3,60,0.1,66
2.4,1,4,1,2,2,4,5,9,93,0.94,60
6.2,33,7,2,2,4,3,1,33,99,5.24,124
5.1,3,2,0.5,1,1,1,1,3,87,0.16,87
3.9,3,2,1,1,1,1,1,238,96,5.29,32
6.1,896,2,1,0,1,2,2,1,100,0.52,118
1.7,1,1,1,1,0,1,30,4,60,0.77,61
4.5,9,1,2,1,1,1,32,2,100,0.12,21
5.7,1,4,1,1,1,2,1,96,99,3.21,95
4.6,6,1,1,1,1,1,1,66,93,2.2,25
1.8,4,2,1,1,1,1,1,44,93,2.16,33
3.8,2,2,1,1,1,1,1,25,86,0.93,31
3.5,2,2,1,0,1,2,2,14,97,0.34,154
6.1,896,4,2,2,2,4,2,48,94,1.48,166
3.6,39,4,1,3,3,2,1,5,76,3.66,68
9.6,6,8,2,2,2,3,1,93,98,2.88,151
0.5,1,6,1,2,2,4,2,7,100,1.76,127
1.4,1,2,1,1,1,2,1,32,98,2.07,97
4,0,2,1,0,1,1,1,8,95,1.32,100
4.6,2,3,1,1,2,1,2,99,98,1.89,44
4.7,4,6,1,2,2,1,1,30,100,4.09,182
3.6,1,8,2,3,3,8,3,38,98,3.32,125
7.2,0,4,1,1,2,1,5,1,100,0.15,78
7.7,2,6,1.5,3,3,4,1,28,99,2.55,146
7.7,0,5,2,3,3,2,4,94,98,1.92,135
2,4,3,1,1,2,2,2,92,98,4.11,201
1.7,117,8,3.5,3,5,1,3,19,95,1.81,443
7.1,15,4,1,1,2,1,20,3,100,0.26,124
2.2,58,6,1,2,2,4,1,68,91,3.49,166
3.7,1,1,1,1,1,1,2,68,97,1.53,55
3.2,2,6,2,3,4,4,3,82,94,2.18,126
4.5,9,6,2,1,6,1,29,6,73,0.14,25
5,1,3,1,1,1,1,2,70,97,2.52,74
4.7,2,2,1,1,1,1,1,56,99,0.99,78
5.5,2,16,4,8,10,1,2,20,99,0.67,451
5.8,1,4,2,2,2,1,3,43,97,0.86,154
4.3,5,5,1,2,3,3,1,210,96,4.65,202
2.6,22,8,2,3,6,1,3,65,93,2.18,152
1.5,28,2,1,1,1,1,1,32,94,3.79,64
3.6,1,4,1,2,2,2,1,187,99,6.22,114
5.5,1,2,1,0,1,1,1,33,98,0.79,125
2.5,22,3,1,1,1,1,1,2,100,2,498
4.8,2,2,1,1,1,2,1,137,98,3.01,43
5.1,1,2,1,0,2,2,1,180,97,5.59,64
4.7,1,3,1,1,1,2,2,119,93,3.86,48
4.4,63,3,1,1,1,2,2,25,92,3.38,24
4.2,3,10,3.5,4,4,8,2,8,93,1.22,198
5.8,1,4,1,2,2,1,3,3,100,0.07,105
1.5,2,4,1,1,1,2,1,6,97,1.57,115
5,1,10,1,2,4,1,1,28,96,2.7,152
6.6,48,6,1,2,2,1,1,74,90,3.24,255
5.1,2,2,1,1,1,1,1,95,92,3.18,45
2.6,22,6,1.5,2,2,1,3,46,94,3.13,201
2.4,2,8,1.5,3,3,6,2,97,94,3.55,53
3.9,0,2,1,1,1,1,3,3,93,0.4,105
4.8,16,2,1,1,1,1,2,2,100,0.3,35
1.8,6,4,1,0,3,1,2,65,94,3.31,90
4.4,2,2,1.5,1,1,2,1,87,99,3.26,61
5.3,4,4,1,1,1,2,1,15,96,1.79,87
4.2,1,2,1,1,1,2,2,32,98,3.53,91
0.7,1,4,1,2,2,3,3,5,100,0.74,66
